age_group,diet_group,mean_ghgs,mean_land,mean_watscar
20-29,fish,3.877985588,5.517275906,23708.44388
30-39,fish,3.908341087,5.595922993,26088.64469
40-49,fish,3.856625649,5.520047084,26938.56916
50-59,fish,3.776342723,5.34053432,27316.6844
60-69,fish,4.129915639,5.823601262,31685.80004
70-79,fish,4.216404526,6.090142034,33051.41218
20-29,fish,5.524971545,7.922774489,34672.05849
30-39,fish,5.062490955,7.377827685,34611.31193
40-49,fish,4.741913179,6.95247631,32781.92763
50-59,fish,4.64687832,6.569368094,35491.88617
60-69,fish,4.800307223,6.870436133,36859.49037
70-79,fish,4.907445339,7.081139929,39283.51183
20-29,meat100,7.809156953,12.52076557,28842.70769
30-39,meat100,7.813535502,12.82256633,29741.9758
40-49,meat100,8.051338402,13.63633362,31394.26896
50-59,meat100,8.155829966,13.93528654,32281.39894
60-69,meat100,8.280773541,14.15092345,34886.09778
70-79,meat100,9.129498441,15.80160557,39791.05276
20-29,meat100,11.7043071,18.96337707,42284.10487
30-39,meat100,10.01865807,16.63264285,38770.80726
40-49,meat100,9.613125681,16.61736357,34847.07687
50-59,meat100,9.68943789,16.76858375,35812.71022
60-69,meat100,9.560870278,16.54825559,37546.77345
70-79,meat100,10.33719014,18.39768094,42028.18622
20-29,meat50,3.912456419,5.667150685,22015.82176
30-39,meat50,4.046713471,5.786354765,24755.32914
40-49,meat50,3.965975963,5.671668678,24022.41996
50-59,meat50,3.921438171,5.516773689,24294.30369
60-69,meat50,4.18053622,5.918982516,27059.4968
70-79,meat50,4.231970619,5.983363866,29540.45981
20-29,meat50,4.87060486,7.27269439,27192.21633
30-39,meat50,5.181819293,7.399415929,34569.29809
40-49,meat50,4.922413795,7.150805656,32015.81686
50-59,meat50,4.753907371,6.814400249,30678.49754
60-69,meat50,4.654430318,6.692229584,29837.95074
70-79,meat50,4.979818691,7.310893656,34375.77714
20-29,meat,5.033552081,7.292408688,23383.68721
30-39,meat,5.100169959,7.486112704,25064.02016
40-49,meat,5.15566516,7.75663168,25642.60775
50-59,meat,5.082660652,7.605999368,25375.95187
60-69,meat,5.260844911,7.793718349,28558.12547
70-79,meat,5.694879446,8.742027599,32830.86117
20-29,meat,6.502428234,9.399447504,29647.00802
30-39,meat,6.678440915,9.847474613,33729.44029
40-49,meat,6.424991296,9.972217933,30828.48678
50-59,meat,5.99105506,9.210145557,29249.93889
60-69,meat,6.165151568,9.512900491,32716.54255
70-79,meat,6.330694638,10.0156884,36684.97162
20-29,vegan,1.992100228,3.783798667,19123.92025
30-39,vegan,2.157675072,4.071371267,20846.01737
40-49,vegan,2.258419746,4.341106844,23318.37946
50-59,vegan,2.200337764,4.269514791,21871.92275
60-69,vegan,2.294136373,4.758165632,25389.31927
70-79,vegan,2.86392491,5.303253357,30036.03206
20-29,vegan,3.104820785,5.880397524,31703.61782
30-39,vegan,2.699797508,5.014376705,28495.8502
40-49,vegan,2.586025847,4.884765129,27223.18991
50-59,vegan,2.308925736,4.424380135,26128.83733
60-69,vegan,2.438018523,4.873440852,33015.78614
70-79,vegan,2.569344664,4.708345519,30802.79833
20-29,veggie,3.299112513,5.323686071,21241.32644
30-39,veggie,3.374161136,5.47130593,23756.52786
40-49,veggie,3.380639044,5.468192941,24378.68707
50-59,veggie,3.378465439,5.433653165,26079.68208
60-69,veggie,3.599748701,5.78952035,28879.14234
70-79,veggie,3.773039403,6.195162528,33775.66375
20-29,veggie,4.597066972,7.363509126,30293.37909
30-39,veggie,4.431112161,7.175518021,31320.34883
40-49,veggie,4.229566489,6.846700528,32843.92734
50-59,veggie,4.01009723,6.555882322,32179.63858
60-69,veggie,4.058971593,6.722776307,36046.92953
70-79,veggie,4.48997595,7.339585921,40948.51756
20-29,fish,4.997368053,6.063802685,21687.1544
30-39,fish,5.084979529,6.08239078,22099.6428
40-49,fish,5.125402141,6.073567312,20963.69111
50-59,fish,5.074119486,6.026678517,20487.81748
60-69,fish,5.503057389,6.502233212,21801.3443
70-79,fish,5.467771678,6.65616159,22746.3453
20-29,fish,6.925050705,8.202543297,31060.13192
30-39,fish,6.391794073,7.526566305,28008.84948
40-49,fish,6.07088374,7.177326659,25261.3732
50-59,fish,5.99341833,6.785844739,23338.34559
60-69,fish,5.981220592,7.442927499,24748.66076
70-79,fish,6.220043214,7.867723818,26430.9872
20-29,meat100,13.43631245,27.72685891,28622.5306
30-39,meat100,13.61237041,28.9473384,27777.29671
40-49,meat100,14.68806114,33.03331229,25478.25714
50-59,meat100,15.05823941,34.36684312,25273.8745
60-69,meat100,15.14900535,34.67991804,25438.80025
70-79,meat100,16.56476865,38.47450044,27063.24781
20-29,meat100,19.16864848,40.20528095,36198.45225
30-39,meat100,16.69460031,34.90216197,34416.18829
40-49,meat100,16.49478807,36.39222505,27734.02498
50-59,meat100,16.70370478,37.6195655,27765.81549
60-69,meat100,16.37920586,36.65544841,27856.38995
70-79,meat100,18.50289541,43.19642909,29037.92292
20-29,meat50,5.445157273,7.763621632,19897.65595
30-39,meat50,5.617528311,7.744377632,20677.40567
40-49,meat50,5.657666997,8.003575495,19377.91185
50-59,meat50,5.68735141,8.103211913,18327.44388
60-69,meat50,6.026844759,8.459204367,19409.55314
70-79,meat50,6.114365253,8.645741095,18790.89547
20-29,meat50,6.677759757,9.471335839,23516.03562
30-39,meat50,6.964101243,9.500355617,26125.67955
40-49,meat50,6.768420791,9.243454866,23128.18571
50-59,meat50,6.604813594,9.331346359,20571.96085
60-69,meat50,6.458206576,9.399785151,19687.25217
70-79,meat50,7.009851434,10.16594901,21287.94565
20-29,meat,7.633640763,12.52158821,22668.87113
30-39,meat,7.943416095,13.1729458,21891.21957
40-49,meat,8.306247199,14.52589426,20688.78833
50-59,meat,8.257013424,14.70307482,19758.29676
60-69,meat,8.409802979,14.57457063,20472.44907
70-79,meat,8.946999009,15.93045652,21924.41261
20-29,meat,9.431000873,14.77840089,28147.2611
30-39,meat,9.768896412,15.59889916,28227.05585
40-49,meat,9.781642428,17.16229778,23999.3324
50-59,meat,9.400290386,16.70089525,21678.21569
60-69,meat,9.576239673,17.35308573,22033.90483
70-79,meat,9.987782344,18.85424514,22275.18452
20-29,vegan,2.144174436,3.584869743,16842.03026
30-39,vegan,2.364550417,3.966694736,16404.76594
40-49,vegan,2.661387529,4.263248465,18420.89362
50-59,vegan,2.516209577,4.163151116,18275.28493
60-69,vegan,2.715622798,4.657246144,17413.54235
70-79,vegan,3.098461714,5.144141212,20815.07977
20-29,vegan,3.342670431,5.522099139,26070.69553
30-39,vegan,2.871590448,4.675888891,22021.1996
40-49,vegan,2.907479862,4.616221798,19723.88288
50-59,vegan,2.474791353,4.18517828,16870.94772
60-69,vegan,2.530646861,4.641751419,20774.54158
70-79,vegan,2.553386118,4.426052442,20299.81984
20-29,veggie,4.336294205,5.696739122,18648.62527
30-39,veggie,4.478892294,5.832085672,18866.82679
40-49,veggie,4.57180933,5.90040814,18374.93364
50-59,veggie,4.565749604,5.928855165,18507.88861
60-69,veggie,4.83791422,6.253038612,19000.77615
70-79,veggie,5.04871632,6.451261708,19201.63865
20-29,veggie,5.920013436,7.430784682,24664.8231
30-39,veggie,5.727392466,7.229917387,22894.40092
40-49,veggie,5.420731017,6.917474409,22270.66128
50-59,veggie,5.094436292,6.664896395,20656.20712
60-69,veggie,5.141257608,6.82248675,21050.17777
70-79,veggie,5.593353738,7.392091846,23285.69663
20-29,fish,4.532435032,5.618809524,16164.95133
30-39,fish,4.54018114,5.553529964,16697.29905
40-49,fish,4.47689657,5.485299047,16546.92749
50-59,fish,4.451717873,5.368523851,17202.41788
60-69,fish,4.780714531,5.868122878,18641.39514
70-79,fish,4.780656046,5.99529895,19755.18649
20-29,fish,6.108563436,7.620148625,22967.75466
30-39,fish,5.677927992,7.000927769,21561.52549
40-49,fish,5.344375737,6.604202577,19767.82311
50-59,fish,5.273800682,6.361182559,20068.35292
60-69,fish,5.41031207,6.897242527,20899.01066
70-79,fish,5.554991172,6.992963526,22321.36148
20-29,meat100,9.424589492,14.39865865,24866.86279
30-39,meat100,9.330342566,13.63255854,25033.69916
40-49,meat100,9.45417586,14.08539777,25516.11773
50-59,meat100,9.570930551,13.88069951,26158.37337
60-69,meat100,9.681155957,13.89990529,27045.79714
70-79,meat100,10.46966589,15.15507386,30162.64126
20-29,meat100,13.21882977,22.64606981,35344.01868
30-39,meat100,11.36532943,17.78197442,32008.05127
40-49,meat100,10.85176015,16.93001586,29364.93417
50-59,meat100,10.91371311,16.59238957,29490.00684
60-69,meat100,10.72210466,15.78665828,30349.74087
70-79,meat100,11.63247682,17.22487608,33532.35262
20-29,meat50,4.576556078,6.14398978,15168.78306
30-39,meat50,4.750657192,6.078659799,16379.54384
40-49,meat50,4.691655751,6.035224416,15826.00184
50-59,meat50,4.700994998,5.959531394,16137.21458
60-69,meat50,4.993852571,6.38654961,16950.979
70-79,meat50,4.941309964,6.291659477,17931.44476
20-29,meat50,5.530176364,7.886637124,18106.05103
30-39,meat50,5.877638974,7.670414006,20765.66447
40-49,meat50,5.58949361,7.311536112,19562.66092
50-59,meat50,5.474977701,7.169862225,18411.37187
60-69,meat50,5.313572916,7.003819212,18520.82384
70-79,meat50,5.793947739,7.667133837,19713.70791
20-29,meat,6.11233878,8.358269431,18070.80015
30-39,meat,6.191350983,8.311092744,18470.22349
40-49,meat,6.249468049,8.428223159,18404.01494
50-59,meat,6.153322674,8.119873584,18308.83647
60-69,meat,6.358262874,8.32253886,19744.71233
70-79,meat,6.68084243,8.990084536,21735.82743
20-29,meat,7.594294265,10.67220384,22350.66145
30-39,meat,7.703537757,10.8053238,23660.37729
40-49,meat,7.410077927,10.62995179,21738.23851
50-59,meat,7.004576229,9.7088176,20993.47051
60-69,meat,7.199580716,9.834646944,22002.68868
70-79,meat,7.244983828,10.02575878,23332.26576
20-29,vegan,1.87989162,2.854189203,11265.21205
30-39,vegan,2.032647812,3.130337639,11548.64086
40-49,vegan,2.195190703,3.351855253,13140.41299
50-59,vegan,2.105384318,3.369608026,13877.30383
60-69,vegan,2.263540686,3.638892421,14907.12278
70-79,vegan,2.747815251,4.151934551,14810.89821
20-29,vegan,2.869316807,4.637251491,16710.97026
30-39,vegan,2.452684216,3.788529899,15229.77812
40-49,vegan,2.384678463,3.778020006,14389.36002
50-59,vegan,2.212278659,3.489740099,13655.76131
60-69,vegan,2.297104604,3.698902743,16932.32201
70-79,vegan,2.318280189,3.791751373,14389.87268
20-29,veggie,3.697649859,5.023080711,12260.98235
30-39,veggie,3.784669228,5.066582545,12825.62949
40-49,veggie,3.812736821,5.095265766,13137.95189
50-59,veggie,3.819081337,5.082089219,13984.74941
60-69,veggie,3.995471539,5.336546459,15182.46105
70-79,veggie,4.1962109,5.650600538,17409.69555
20-29,veggie,4.993390419,6.741154742,16977.32453
30-39,veggie,4.812754171,6.477007523,16808.25388
40-49,veggie,4.574075448,6.174226768,16661.8398
50-59,veggie,4.358963702,5.944608956,16497.22397
60-69,veggie,4.398095234,6.042233462,17820.31162
70-79,veggie,4.822428142,6.541447254,20390.49955
20-29,fish,4.877216152,7.088161605,17999.63981
30-39,fish,4.895180166,6.985809931,18627.54793
40-49,fish,4.874764249,6.980856069,18057.02861
50-59,fish,5.03777596,7.552065101,18246.61769
60-69,fish,5.551966044,8.453535146,19337.63688
70-79,fish,5.53072082,8.608246889,20068.31283
20-29,fish,6.680697961,9.370436434,24419.75378
30-39,fish,6.187520824,8.65305543,22706.51022
40-49,fish,5.850919455,8.214643625,20656.66881
50-59,fish,5.844441953,8.300583706,20534.84243
60-69,fish,6.010503311,9.126677998,21059.37254
70-79,fish,6.504618545,10.51321403,21584.55024
20-29,meat100,12.7987125,28.16642308,26189.64928
30-39,meat100,13.16363033,29.44517853,25202.31358
40-49,meat100,14.26268134,33.56981162,23633.28407
50-59,meat100,14.75339833,35.30095856,23400.00198
60-69,meat100,14.95818721,35.93642247,23765.11384
70-79,meat100,16.23503861,39.56650588,26146.1078
20-29,meat100,18.28465634,39.37938929,33752.44019
30-39,meat100,15.99880612,35.08967016,30604.14982
40-49,meat100,15.84178055,35.75806181,25940.548
50-59,meat100,16.2124464,37.33022633,25725.43121
60-69,meat100,16.0028317,36.95203635,26575.75706
70-79,meat100,17.94010899,43.33328293,27470.06941
20-29,meat50,5.208014525,8.426603455,17505.5239
30-39,meat50,5.426869272,8.731859158,18142.69787
40-49,meat50,5.519394623,9.093802972,17110.26335
50-59,meat50,5.713926211,9.751860704,16985.83864
60-69,meat50,6.081762395,10.32556208,17504.23715
70-79,meat50,6.299028394,10.87766211,18171.03473
20-29,meat50,6.313310051,9.812215512,19985.82602
30-39,meat50,6.769642728,10.60329983,22157.86064
40-49,meat50,6.523844226,10.23897034,19656.02521
50-59,meat50,6.408242168,10.46649751,18978.91827
60-69,meat50,6.54182557,11.22294957,18604.63639
70-79,meat50,7.017687292,12.14027975,19676.46395
20-29,meat,7.386981308,13.66263069,20635.8868
30-39,meat,7.68905345,14.40528346,20308.87818
40-49,meat,8.125597865,15.91309743,19320.07721
50-59,meat,8.24674549,16.52700903,18708.76307
60-69,meat,8.489457082,16.85838251,19581.124
70-79,meat,9.019364247,18.22185197,21302.1826
20-29,meat,9.119282205,15.96729665,23982.0069
30-39,meat,9.410020033,16.45856424,24547.33009
40-49,meat,9.521968274,17.98110897,21829.52093
50-59,meat,9.202198834,18.05996674,20584.12805
60-69,meat,9.492846055,18.90701921,20909.92088
70-79,meat,10.05093556,20.9047109,21438.30014
20-29,vegan,1.882983323,3.193467771,13148.97215
30-39,vegan,2.071080035,3.466811687,13719.17292
40-49,vegan,2.339287993,3.849850265,14669.04677
50-59,vegan,2.199582397,3.758474688,14568.22766
60-69,vegan,2.334850191,4.056558818,13977.10575
70-79,vegan,2.661731108,4.467366878,18871.81309
20-29,vegan,2.985527815,4.966373625,19907.90801
30-39,vegan,2.572238908,4.206305797,16752.84702
40-49,vegan,2.6062987,4.258998679,14578.29159
50-59,vegan,2.261734186,3.977641392,13990.74614
60-69,vegan,2.217775659,4.251809437,16470.04812
70-79,vegan,2.269450551,4.196032797,15107.37766
20-29,veggie,3.775709093,5.231881055,15172.29567
30-39,veggie,3.879276929,5.318221426,15459.7571
40-49,veggie,3.951172899,5.419193272,15196.30598
50-59,veggie,3.945491411,5.425930555,15664.90514
60-69,veggie,4.190279197,5.726455644,15986.31519
70-79,veggie,4.350995014,5.976679377,17038.23183
20-29,veggie,5.223095919,6.891540955,19562.23707
30-39,veggie,5.021200424,6.660159324,19055.19732
40-49,veggie,4.749308341,6.451779635,17980.24228
50-59,veggie,4.47018615,6.255347516,17701.21875
60-69,veggie,4.563476863,6.41423201,17455.12337
70-79,veggie,4.891947349,6.899491875,20784.8002
20-29,fish,5.010463612,6.216463195,16381.00904
30-39,fish,4.988153729,6.212741983,16107.54857
40-49,fish,4.86938824,6.201902057,15644.74627
50-59,fish,4.729432795,6.209310243,15729.72343
60-69,fish,5.209701236,6.763299897,17042.12762
70-79,fish,5.382050115,7.036169496,17565.86396
20-29,fish,6.939590029,8.255346843,21908.80537
30-39,fish,6.32955703,7.678498239,19435.5743
40-49,fish,5.967007358,7.347579347,17802.34538
50-59,fish,5.656103723,7.086862619,16972.99965
60-69,fish,6.042418332,7.787338524,18415.77237
70-79,fish,6.199552017,8.161564871,19324.92035
20-29,meat100,12.83446722,28.1473626,24642.23846
30-39,meat100,13.06358355,29.0862055,24479.17047
40-49,meat100,13.96200078,32.99058756,23739.01941
50-59,meat100,14.24634477,34.17053394,23904.92474
60-69,meat100,14.43697608,34.56710841,24618.19513
70-79,meat100,15.89662346,38.15251103,25836.21839
20-29,meat100,18.82777604,40.4358753,33108.46824
30-39,meat100,16.05591122,35.18643627,28746.28738
40-49,meat100,15.87266649,36.14662272,25790.48414
50-59,meat100,16.08657956,37.16706146,26701.65305
60-69,meat100,15.82078615,36.48712894,27093.10843
70-79,meat100,17.99814943,42.88503815,28367.46323
20-29,meat50,5.375556688,7.985735095,15613.96576
30-39,meat50,5.472810616,8.047022779,15604.2881
40-49,meat50,5.387943391,8.232912441,15239.60079
50-59,meat50,5.363401427,8.361129796,15309.81005
60-69,meat50,5.698415705,8.758947456,16411.18959
70-79,meat50,5.849953467,8.989775225,16660.23088
20-29,meat50,6.679019129,9.49301492,18273.64184
30-39,meat50,6.850913427,9.67113605,19337.39091
40-49,meat50,6.551563356,9.489788101,17121.61868
50-59,meat50,6.399815927,9.67556983,16796.06405
60-69,meat50,6.329203177,9.8117091,16848.36553
70-79,meat50,6.909306636,10.58869128,17711.23924
20-29,meat,7.351634974,12.93860568,18779.56133
30-39,meat,7.554238783,13.54689671,18552.80767
40-49,meat,7.811538396,14.82743131,18099.61879
50-59,meat,7.724630896,14.93381576,17859.96153
60-69,meat,7.911071274,14.88296598,19121.96983
70-79,meat,8.54973506,16.2336925,20197.14098
20-29,meat,9.159830013,15.13774309,22807.25601
30-39,meat,9.465765256,15.96117712,22554.38492
40-49,meat,9.45211293,17.36304289,20651.26576
50-59,meat,8.911107994,16.98143321,19425.11268
60-69,meat,9.330146816,17.71408654,20482.93708
70-79,meat,9.732978127,19.22710554,20516.83463
20-29,vegan,2.062607362,3.226817733,9164.621717
30-39,vegan,2.335771948,3.595504205,9230.154518
40-49,vegan,2.407152058,3.909677533,10532.39055
50-59,vegan,2.290185436,3.840767922,10101.81479
60-69,vegan,2.387712525,4.334794252,10529.30308
70-79,vegan,2.996115802,4.763460978,10674.33059
20-29,vegan,3.172374838,4.805914395,13381.70649
30-39,vegan,2.824462099,4.148362328,10650.20819
40-49,vegan,2.781559205,4.223528915,10412.15656
50-59,vegan,2.388394272,3.880974601,9240.791904
60-69,vegan,2.525024345,4.241026645,11219.00525
70-79,vegan,2.554007113,4.22151616,10943.52025
20-29,veggie,4.25191685,5.541650739,13175.29264
30-39,veggie,4.356850112,5.699774621,13053.5542
40-49,veggie,4.306970506,5.809273616,12898.94004
50-59,veggie,4.252106529,5.841762911,12958.49598
60-69,veggie,4.6114153,6.257927797,13541.8678
70-79,veggie,4.809729252,6.627465156,14258.18746
20-29,veggie,5.835621675,7.173059831,16913.8355
30-39,veggie,5.585963781,6.990814868,15148.10426
40-49,veggie,5.213100266,6.782104721,14550.845
50-59,veggie,4.95073599,6.641646038,13691.37597
60-69,veggie,5.02790683,6.850380361,13875.88901
70-79,veggie,5.658513671,7.584514131,15591.809
20-29,fish,5.972644599,8.396226033,13427.95223
30-39,fish,6.04851721,8.604745674,13834.05347
40-49,fish,5.977831289,8.632631773,13673.50289
50-59,fish,5.577193438,7.845202717,14548.35743
60-69,fish,6.309779276,9.156895833,15431.52028
70-79,fish,6.49408792,9.913453563,16772.47627
20-29,fish,8.467594273,11.76270925,19047.00207
30-39,fish,7.753845859,11.08812968,18254.85046
40-49,fish,7.42931829,10.7903544,16450.22212
50-59,fish,7.162219771,10.11013254,16089.29645
60-69,fish,7.262551919,10.7382236,17455.72444
70-79,fish,7.32420645,10.97735138,19862.14291
20-29,meat100,10.50223532,16.26012581,24749.84345
30-39,meat100,10.54887816,16.47594212,24267.24566
40-49,meat100,10.62055305,16.77654173,24286.29099
50-59,meat100,10.74773915,16.97942684,24716.3209
60-69,meat100,10.82313463,16.95808658,25258.29734
70-79,meat100,12.43112687,20.04703118,27410.71272
20-29,meat100,15.41371944,25.19365192,34347.20059
30-39,meat100,13.20465205,21.00141179,30837.80205
40-49,meat100,12.76622993,20.77484162,27752.26748
50-59,meat100,12.6323295,20.39645186,27940.28677
60-69,meat100,12.9472142,21.20224711,28230.71835
70-79,meat100,14.6151461,24.19844583,30161.89267
20-29,meat50,5.635731927,8.138966691,13159.38278
30-39,meat50,6.017347745,8.66037673,13953.32979
40-49,meat50,5.830549789,8.482933509,13644.4756
50-59,meat50,5.677420643,8.086856066,13773.30392
60-69,meat50,6.117782308,8.975474404,14291.06697
70-79,meat50,6.394442141,9.504492803,14372.54633
20-29,meat50,7.309090274,10.89033163,15401.13746
30-39,meat50,7.695478475,11.20200335,17531.418
40-49,meat50,7.547821968,11.14019629,16309.41985
50-59,meat50,7.119191498,10.52096628,14799.48766
60-69,meat50,6.980287787,10.49633544,15234.17609
70-79,meat50,7.708807777,11.53645682,15925.70979
20-29,meat,7.063315503,10.30211393,16627.57552
30-39,meat,7.369690977,10.91984745,16660.47337
40-49,meat,7.334924472,10.94072887,16509.59114
50-59,meat,7.092688432,10.47055299,16448.70797
60-69,meat,7.499346046,11.07280195,17292.33541
70-79,meat,8.175379444,12.68411864,18929.72153
20-29,meat,9.094615602,13.27626599,20885.13299
30-39,meat,9.49843411,14.29343589,20898.5814
40-49,meat,8.865490446,13.57156794,19557.99111
50-59,meat,8.658273192,13.20046002,18068.34621
60-69,meat,8.822160133,13.45029215,18929.43868
70-79,meat,9.385922923,14.74764512,19429.46672
20-29,vegan,2.049762818,3.20192736,10861.97783
30-39,vegan,2.239743497,3.489016942,11399.52458
40-49,vegan,2.360567232,3.934439082,13390.73718
50-59,vegan,2.231275063,3.797504294,14181.63303
60-69,vegan,2.357408342,4.247582858,15462.07642
70-79,vegan,2.949640113,4.648993041,17193.08865
20-29,vegan,3.186649741,4.869471587,17088.52504
30-39,vegan,2.767635184,4.164160243,15652.36264
40-49,vegan,2.610708913,4.168584378,14325.13351
50-59,vegan,2.34444496,3.933945019,12920.95433
60-69,vegan,2.380059443,4.286322727,18499.14333
70-79,vegan,2.462753371,4.18840414,15858.22146
20-29,veggie,5.250638905,8.088073533,10255.9126
30-39,veggie,5.375931258,8.358049501,10761.22585
40-49,veggie,5.332412164,8.312771659,11189.51982
50-59,veggie,5.105713804,7.934009859,12106.7637
60-69,veggie,5.599653582,8.873318643,13369.67352
70-79,veggie,6.381148261,10.71458578,13655.01356
20-29,veggie,7.732041825,11.85716766,14210.00459
30-39,veggie,7.318693589,11.27416133,13691.40367
40-49,veggie,6.744685029,10.56163145,13669.23441
50-59,veggie,6.324522449,9.933704797,13156.42054
60-69,veggie,6.427206422,10.540321,14485.33089
70-79,veggie,7.63043261,12.38989093,16644.42409
20-29,fish,5.047200494,6.061596914,14593.91042
30-39,fish,5.110377755,6.222047061,15486.75809
40-49,fish,5.084120707,6.408178205,15668.65216
50-59,fish,4.718015706,5.899304869,16563.94654
60-69,fish,5.338061834,6.922708508,17653.95313
70-79,fish,5.586553469,7.748312352,18256.10888
20-29,fish,7.252306257,8.721828187,20865.74867
30-39,fish,6.643445209,8.382830104,19421.45633
40-49,fish,6.256372278,8.028438299,18534.11411
50-59,fish,5.825193721,7.411391024,18482.571
60-69,fish,6.079658545,7.924064995,19470.56497
70-79,fish,6.069175629,8.3943592,21465.99986
20-29,meat100,10.03171125,14.06718887,24034.8567
30-39,meat100,10.21675994,14.64428574,23220.93931
40-49,meat100,10.32199911,15.39258586,23088.96602
50-59,meat100,10.41693831,15.81743129,23321.40303
60-69,meat100,10.36572302,15.80269907,23936.82983
70-79,meat100,12.07178938,19.16726905,25300.96997
20-29,meat100,15.86582675,23.13822443,30307.32841
30-39,meat100,13.09297983,19.41634735,28492.91608
40-49,meat100,12.6973584,19.50067758,24990.89883
50-59,meat100,12.53460608,19.19811519,25391.61304
60-69,meat100,12.69070685,20.00290647,26120.51256
70-79,meat100,13.99704598,22.94785092,27049.65567
20-29,meat50,5.064278137,6.26126717,14339.3943
30-39,meat50,5.258775796,6.542192028,15226.71242
40-49,meat50,5.189543896,6.51825853,14811.61009
50-59,meat50,5.037732467,6.294251153,14988.7787
60-69,meat50,5.474206234,6.963921775,15577.30046
70-79,meat50,5.788805147,7.542724083,15363.17868
20-29,meat50,6.791792573,8.605072548,16370.41559
30-39,meat50,6.931050581,8.7495847,18672.99546
40-49,meat50,6.681205606,8.729478669,17413.04223
50-59,meat50,6.328609379,8.217224555,16224.38049
60-69,meat50,6.170967473,8.216515898,16467.6289
70-79,meat50,6.623152491,9.089692558,17616.63413
20-29,meat,6.617085444,8.287083285,17517.74071
30-39,meat,6.936586957,8.969681234,17512.8089
40-49,meat,6.852200472,9.020355436,17152.65816
50-59,meat,6.63163298,8.750094422,17119.33411
60-69,meat,6.931867478,9.28296448,18103.40165
70-79,meat,7.673078745,11.00346189,19318.47548
20-29,meat,8.644267939,10.73352752,21503.7923
30-39,meat,9.077038688,11.88640557,21095.82635
40-49,meat,8.469895034,11.43175805,19560.2724
50-59,meat,8.03740817,11.1610009,18889.88005
60-69,meat,8.227446787,11.47823445,19477.15367
70-79,meat,8.631729719,12.74381912,19516.723
20-29,vegan,1.990254634,3.587108363,12460.85916
30-39,vegan,2.169042307,3.871548026,13533.30959
40-49,vegan,2.311524816,4.163392178,15728.33647
50-59,vegan,2.186382287,4.110735138,15630.69963
60-69,vegan,2.29564646,4.604618982,16372.25024
70-79,vegan,2.871098779,4.940880237,18511.06694
20-29,vegan,3.138818131,5.551868334,17920.68994
30-39,vegan,2.664734639,4.793356671,17148.93343
40-49,vegan,2.571021736,4.67364617,16721.49918
50-59,vegan,2.259407173,4.136498769,14361.82365
60-69,vegan,2.231920314,4.654918288,19710.23906
70-79,vegan,2.352168826,4.502244691,17729.71147
20-29,veggie,4.419556253,5.854153403,12267.25833
30-39,veggie,4.523590987,6.131784488,12928.33294
40-49,veggie,4.439452402,6.10925331,13573.85372
50-59,veggie,4.31450087,5.959999655,14450.27382
60-69,veggie,4.738375205,6.736213326,15696.18853
70-79,veggie,5.353796645,8.152244432,15545.11774
20-29,veggie,6.450015385,8.565601772,15988.1347
30-39,veggie,6.133244911,8.414119862,15729.59655
40-49,veggie,5.640356877,7.980024533,15709.77342
50-59,veggie,5.23780907,7.56973745,15008.75788
60-69,veggie,5.366826629,8.12355089,16271.59763
70-79,veggie,6.039820316,9.143578483,18536.13924
20-29,fish,4.765279235,5.824978035,28276.65945
30-39,fish,4.902171493,5.794972187,27986.74175
40-49,fish,4.845956503,5.749226855,25604.30868
50-59,fish,4.693834727,5.58178114,24290.32292
60-69,fish,5.100325376,6.138116902,23130.69779
70-79,fish,5.129928464,6.294697398,22751.22791
20-29,fish,6.805694821,8.102344376,40946.18783
30-39,fish,6.390702659,7.454407497,34223.6052
40-49,fish,6.092052247,6.983804027,29633.82071
50-59,fish,5.912328579,6.641603753,29350.78874
60-69,fish,5.908080051,7.126094041,25931.81644
70-79,fish,5.88554226,7.378469224,26475.24163
20-29,meat100,10.8582108,15.94001296,47137.95319
30-39,meat100,11.17873818,16.22008807,44564.82309
40-49,meat100,11.90773809,17.74713971,38954.08966
50-59,meat100,12.10897978,18.24654634,35749.6326
60-69,meat100,12.19248631,18.51532239,34283.5345
70-79,meat100,13.43834075,20.37817377,34420.97623
20-29,meat100,16.22356527,23.64098769,56044.25984
30-39,meat100,13.92559644,19.94545593,55642.72896
40-49,meat100,13.82282017,20.35152864,44108.01918
50-59,meat100,13.98332678,20.7620528,40608.7012
60-69,meat100,13.79707787,20.57352536,37036.02238
70-79,meat100,15.37993944,23.37171108,36230.6213
20-29,meat50,4.870998191,6.33763948,30038.76184
30-39,meat50,5.164657111,6.335986949,27429.15229
40-49,meat50,5.185076168,6.384324964,25064.00398
50-59,meat50,5.135472699,6.372105828,23194.15482
60-69,meat50,5.432553306,6.771348056,21752.43555
70-79,meat50,5.501197237,6.868334238,22069.14712
20-29,meat50,6.355501801,8.105441198,32591.75174
30-39,meat50,6.630697253,8.011477505,32619.03206
40-49,meat50,6.496938016,7.752384271,28751.61687
50-59,meat50,6.226222624,7.613530814,27997.87597
60-69,meat50,6.108914358,7.622366343,23551.59958
70-79,meat50,6.470718172,8.192153418,23789.75465
20-29,meat,6.542009859,8.733557819,36165.26622
30-39,meat,6.878886452,8.975664072,32812.0765
40-49,meat,7.147366128,9.48932203,30604.86601
50-59,meat,7.036820945,9.435405252,27048.77922
