age_group,diet_group,mean_ghgs,mean_land,mean_watscar
20-29,meat100,18.48655633,39.15159827,45136.03407
30-39,meat100,15.95279449,34.26572479,39806.5287
40-49,meat100,15.78512594,35.52004912,36728.50759
50-59,meat100,16.04934793,36.75125768,37246.60903
60-69,meat100,15.75419934,35.74022975,36383.41744
70-79,meat100,17.95104135,42.34633605,38821.71793
20-29,meat50,5.205488611,7.523381754,23972.18505
30-39,meat50,5.336458743,7.485847718,23579.85465
40-49,meat50,5.374721124,7.770169073,23123.4303
50-59,meat50,5.502323888,7.928093222,25385.23574
60-69,meat50,5.777194414,8.308642163,25648.3969
70-79,meat50,5.866659624,8.551403832,24226.25199
20-29,meat50,6.288987064,9.223037553,25499.04372
30-39,meat50,6.488908921,9.212051676,26920.18728
40-49,meat50,6.357699133,9.076802198,25825.00342
50-59,meat50,6.306912222,9.237496248,26023.63528
60-69,meat50,6.153373421,9.303540097,24746.51438
70-79,meat50,6.78269724,10.15290994,28565.72534
20-29,meat,7.291214127,12.1384064,25785.20887
30-39,meat,7.533736029,12.7855682,25228.74731
40-49,meat,7.87798147,14.16965766,26064.21854
50-59,meat,7.916272242,14.36092954,26738.49185
60-69,meat,8.139892128,14.26897668,29255.70739
70-79,meat,8.580749692,15.6415019,29062.60271
20-29,meat,8.943998889,14.40319693,32055.64703
30-39,meat,9.146309434,15.10831745,30666.34722
40-49,meat,9.184041193,16.78203818,30040.77719
50-59,meat,8.955431968,16.38433725,29920.83211
60-69,meat,9.206346217,17.02720163,30569.90051
70-79,meat,9.640707472,18.57630755,30587.89311
20-29,vegan,2.193600267,3.25090804,11748.90929
30-39,vegan,2.382788841,3.586862932,12314.97642
40-49,vegan,2.527929673,3.882976788,14893.00538
50-59,vegan,2.541118521,3.938186224,15136.64632
60-69,vegan,2.734936733,4.312827662,17090.35611
70-79,vegan,2.999954082,4.552037354,16972.29668
20-29,vegan,3.252721255,4.887804368,16296.91147
30-39,vegan,2.776911878,4.234797236,14707.33608
40-49,vegan,2.691642328,4.270106286,14255.77018
50-59,vegan,2.478496005,4.036558136,13023.69656
60-69,vegan,2.634853152,4.40977594,18620.42926
70-79,vegan,2.521064547,4.258890475,13300.05
20-29,veggie,4.043608951,5.503707101,20290.34464
30-39,veggie,4.140481148,5.615514477,20178.4551
40-49,veggie,4.267331324,5.735114108,21404.82033
50-59,veggie,4.328541312,5.76575706,22275.66516
60-69,veggie,4.582478875,6.138957469,22669.90879
70-79,veggie,4.718153829,6.441146921,20351.51435
20-29,veggie,5.401057933,7.249258683,25169.41351
30-39,veggie,5.216484521,7.001236639,24483.53569
40-49,veggie,4.998875438,6.778355872,23216.82742
50-59,veggie,4.835906817,6.66446277,23643.70395
60-69,veggie,4.917218029,6.785899051,21699.65936
70-79,veggie,5.401765523,7.499011826,24653.93374
20-29,fish,4.598400079,5.775661677,18803.12179
30-39,fish,4.618109842,5.794482733,18862.37542
40-49,fish,4.602167251,5.692322417,18338.95859
50-59,fish,4.550771286,5.536598455,18713.91451
60-69,fish,4.889150853,6.0152907,20112.51896
70-79,fish,4.781046451,6.243636323,21059.75791
20-29,fish,6.513224996,8.281143854,24065.17559
30-39,fish,5.968096936,7.541892464,22493.93722
40-49,fish,5.587419681,7.14544165,20630.54468
50-59,fish,5.538466411,6.711820376,20454.60025
60-69,fish,5.555471137,7.328804824,21300.32336
70-79,fish,5.589891298,7.387318253,23389.98002
20-29,meat100,12.29960647,27.4480482,27019.23309
30-39,meat100,12.54900824,28.99403215,26690.93089
40-49,meat100,13.72056036,33.19865877,25124.59467
50-59,meat100,14.02886826,34.48749699,25104.40926
60-69,meat100,14.13862988,34.69078406,25799.48012
70-79,meat100,15.46925099,39.05783816,26965.78532
20-29,meat100,18.18699112,41.32356014,34341.62588
30-39,meat100,15.84164878,36.73737842,31084.73926
40-49,meat100,15.86305624,38.26664771,26755.44218
50-59,meat100,16.05551486,39.35067255,27673.97907
60-69,meat100,15.53645649,38.0912442,27873.3177
70-79,meat100,17.58424562,44.89690685,29658.644
20-29,meat50,5.015737519,7.387849306,17369.38225
30-39,meat50,5.082042563,7.39737293,17903.93335
40-49,meat50,5.125855112,7.61160218,17168.94601
50-59,meat50,5.187627323,7.633002009,17017.30463
60-69,meat50,5.391092185,7.956119961,18319.88791
70-79,meat50,5.369843771,8.167482536,18778.38053
20-29,meat50,6.370418552,9.514685786,19388.25944
30-39,meat50,6.426032462,9.425450825,21299.7882
40-49,meat50,6.238994709,9.233680064,19240.91599
50-59,meat50,6.083846906,9.146394964,18948.16407
60-69,meat50,5.898634383,9.154647003,18723.78301
70-79,meat50,6.353097626,9.930193902,20601.08269
20-29,meat,6.870293907,12.0447683,20515.33345
30-39,meat,7.122152879,12.77384873,20380.35243
40-49,meat,7.517843472,14.1643971,19756.49588
50-59,meat,7.480638646,14.23705879,19275.12449
60-69,meat,7.552066991,14.0246562,20632.40721
70-79,meat,8.022779946,15.61653143,21985.51485
20-29,meat,8.747401783,14.6378987,24032.81431
30-39,meat,8.982835863,15.69408686,24348.78681
40-49,meat,9.224767007,17.44162391,21884.42985
50-59,meat,8.74497203,16.77663361,20652.15151
60-69,meat,8.900821931,17.32584982,21434.81491
70-79,meat,9.310189376,19.09556852,22087.10076
20-29,vegan,2.153137581,3.617241218,11353.17593
30-39,vegan,2.392203107,3.94560234,11965.40897
40-49,vegan,2.681022696,4.303139502,12881.98047
50-59,vegan,2.574442575,4.198579533,12787.24546
60-69,vegan,2.716061948,4.744003064,12575.68866
70-79,vegan,3.139863981,5.184332121,14904.81453
20-29,vegan,3.322051479,5.726683167,17173.59641
30-39,vegan,2.873014556,4.830591719,14120.69537
40-49,vegan,2.931462192,4.749833391,13043.34203
50-59,vegan,2.552452469,4.30144226,12217.13715
60-69,vegan,2.6335244,4.880420136,14769.49913
70-79,vegan,2.550827977,4.433541364,13713.91487
20-29,veggie,3.934205644,5.398768531,15631.87057
30-39,veggie,4.02775425,5.527983068,15964.17629
40-49,veggie,4.079964128,5.505346146,15883.11611
50-59,veggie,4.068553104,5.463989198,15774.30185
60-69,veggie,4.213542263,5.749047103,17178.74029
70-79,veggie,4.208485875,6.074440652,18029.48617
20-29,veggie,5.429815369,7.359609271,19728.4058
30-39,veggie,5.272713086,7.160863835,18617.78183
40-49,veggie,4.927851415,6.846541125,17964.23409
50-59,veggie,4.647843999,6.574833502,17487.28375
60-69,veggie,4.624847436,6.722659472,17853.96285
70-79,veggie,4.926443639,7.344656437,20540.46605
20-29,fish,3.989185704,5.56780111,14897.03037
30-39,fish,4.027746606,5.51667957,15822.67509
40-49,fish,4.055936981,5.532305474,15962.11362
50-59,fish,4.044171687,5.400346999,16327.79266
60-69,fish,4.30745735,5.963735864,16868.52787
70-79,fish,4.182134478,6.191783311,17671.41657
20-29,fish,5.646347077,7.667624196,22058.98766
30-39,fish,5.225056698,7.037896773,19952.72141
40-49,fish,4.908330042,6.691738157,19039.82355
50-59,fish,4.984004438,6.387479407,18473.28278
60-69,fish,4.753169653,6.862959623,18262.47416
70-79,fish,4.857869387,7.091596883,19435.15522
20-29,meat100,7.947980071,13.14179855,22392.62018
30-39,meat100,8.016400903,13.13330159,22160.44812
40-49,meat100,8.450693093,14.03435081,21747.7865
50-59,meat100,8.584092289,14.26446566,21654.97261
60-69,meat100,8.691574973,14.41841594,22275.64504
70-79,meat100,9.307436724,15.87527153,23695.03101
20-29,meat100,11.48495558,19.3480942,30942.53842
30-39,meat100,10.11892365,16.51291921,27757.66723
40-49,meat100,9.820084612,16.39002888,24820.22918
50-59,meat100,9.875442677,16.50767672,24798.2182
60-69,meat100,9.728002404,16.41921269,24954.59828
70-79,meat100,10.62350203,18.40963556,26837.53671
20-29,meat50,4.010631922,5.845712934,14238.88007
30-39,meat50,4.162506045,5.808394758,15225.51132
40-49,meat50,4.181345294,5.868134809,14725.15155
50-59,meat50,4.209843924,5.821491114,14491.6222
60-69,meat50,4.394598157,6.261701561,14844.63809
70-79,meat50,4.37771596,6.304170707,14702.97857
20-29,meat50,5.034006038,7.460544285,16214.85376
30-39,meat50,5.235388331,7.345124158,18429.87905
40-49,meat50,5.125726962,7.11454101,17138.06035
50-59,meat50,4.967683749,7.014520454,15709.49484
60-69,meat50,4.767632765,6.951531455,15419.42532
70-79,meat50,5.165267385,7.617369321,15902.96459
20-29,meat,5.106012515,7.702045894,16529.67711
30-39,meat,5.27569223,7.840128177,16530.70545
40-49,meat,5.466805764,8.167275779,16139.78599
50-59,meat,5.41633238,8.059201515,15695.05788
60-69,meat,5.587459276,8.319326985,16339.24319
70-79,meat,5.838979803,9.181273074,17855.76162
20-29,meat,6.581269716,9.660146307,20049.74083
30-39,meat,6.760120113,9.956433913,20879.82641
40-49,meat,6.684203493,10.19889821,18716.8022
50-59,meat,6.32831656,9.596330735,17419.05931
60-69,meat,6.416807439,9.839551286,18132.57091
70-79,meat,6.578622612,10.31505714,18492.48986
20-29,vegan,1.958761366,3.476638594,11905.21849
30-39,vegan,2.160519589,3.668347602,13322.51858
40-49,vegan,2.366996079,4.063485608,15723.51956
50-59,vegan,2.267259879,4.147368228,14123.23803
60-69,vegan,2.393860725,4.361310594,16157.25482
70-79,vegan,2.874538736,4.650637456,17454.99364
20-29,vegan,3.071216525,5.27341217,16387.35846
30-39,vegan,2.680048553,4.404889896,15590.7916
40-49,vegan,2.656810517,4.498350859,15892.96575
50-59,vegan,2.338007328,4.133714104,12942.38378
60-69,vegan,2.309325717,4.515252,17641.33629
70-79,vegan,2.470542612,4.429927611,16092.52083
20-29,veggie,3.392060451,5.339739433,12062.8157
30-39,veggie,3.498108866,5.391786782,12826.57533
40-49,veggie,3.600562211,5.46077213,13440.13663
50-59,veggie,3.597439163,5.443036247,14334.66329
60-69,veggie,3.771063178,5.781952097,15465.45983
70-79,veggie,3.80320826,6.169647439,16246.88723
20-29,veggie,4.729893214,7.239360556,15634.09459
30-39,veggie,4.61615204,6.875218438,15507.67427
40-49,veggie,4.368522381,6.582758954,15646.31593
50-59,veggie,4.135880284,6.359911996,14972.00218
60-69,veggie,4.09424003,6.521418646,16170.52563
70-79,veggie,4.441516865,7.101256908,18028.33972
20-29,fish,6.378289511,9.497200659,28153.10333
30-39,fish,6.457920366,9.57842476,27896.63475
40-49,fish,6.408347951,9.508784298,24948.25294
50-59,fish,6.259249969,9.340866654,23482.36267
60-69,fish,6.778144708,10.14819766,22431.08538
70-79,fish,6.878278166,10.41511475,21764.06122
20-29,fish,8.503982233,12.10862545,41845.68922
30-39,fish,7.976519352,11.45183395,34886.40874
40-49,fish,7.671013381,11.16378428,29823.82902
50-59,fish,7.36743106,10.66344659,29230.93171
60-69,fish,7.456056006,11.16234178,26469.71942
70-79,fish,7.821233891,12.080076,25817.26972
20-29,meat100,11.04993056,16.30275196,51469.01772
30-39,meat100,11.20554835,16.71000848,48587.98799
40-49,meat100,11.28493262,17.17296035,43553.62963
50-59,meat100,11.55659025,17.85920426,40153.86791
60-69,meat100,11.37463368,17.63958372,38461.53815
70-79,meat100,12.50082556,19.49768631,39136.68035
20-29,meat100,15.38953514,22.26000524,62083.34493
30-39,meat100,13.39744072,19.62931681,61587.52659
40-49,meat100,13.16476455,20.00880248,49236.40038
50-59,meat100,12.94828899,19.97370484,45614.1466
60-69,meat100,12.80699277,19.86373323,41973.16853
70-79,meat100,13.99012845,22.13289423,41888.42011
20-29,meat50,6.180833759,9.060937389,30188.49125
30-39,meat50,6.415359401,9.346343154,27841.56594
40-49,meat50,6.311790752,9.196305175,25232.828
50-59,meat50,6.199630922,9.032707041,23142.09745
60-69,meat50,6.675332767,9.825285489,21549.5808
70-79,meat50,6.724721512,9.769064326,21824.53698
20-29,meat50,7.468156162,10.57279109,33850.81259
30-39,meat50,7.908205867,11.21143847,33869.87811
40-49,meat50,7.535010097,10.67847813,29907.09014
50-59,meat50,7.326415648,10.57275814,28564.3478
60-69,meat50,7.039084996,10.28560991,24448.77434
70-79,meat50,7.827114557,11.87054201,24088.19853
20-29,meat,7.55467703,10.74330308,37737.01186
30-39,meat,7.761784817,10.95716846,34457.21481
40-49,meat,7.883383281,11.38475992,32179.57276
50-59,meat,7.736616912,11.2699341,28429.62063
60-69,meat,7.894389288,11.47228832,26537.87987
70-79,meat,8.355558718,12.40815871,26086.47185
20-29,meat,9.502398458,13.06120055,43148.6306
30-39,meat,9.851991475,13.7674272,42488.79155
40-49,meat,9.325491562,13.49983757,36682.60656
50-59,meat,8.656224599,12.49721164,33967.68088
60-69,meat,8.868602037,13.11224212,30640.6293
70-79,meat,9.029225693,13.44561936,27949.72834
20-29,vegan,2.125415646,3.52155008,21234.29836
30-39,vegan,2.368650343,3.851837019,20581.25911
40-49,vegan,2.692698532,4.306614177,19976.62782
50-59,vegan,2.332773749,4.039117135,19275.28556
60-69,vegan,2.544388301,4.679419182,18871.90375
70-79,vegan,3.142274927,5.232517779,37118.45529
20-29,vegan,3.200600723,5.098811813,33892.81238
30-39,vegan,2.799441537,4.403514839,26919.56259
40-49,vegan,2.830683989,4.408279688,20097.98726
50-59,vegan,2.450139211,4.087559287,20244.42478
60-69,vegan,2.30927516,4.331778822,20829.73167
70-79,vegan,2.438883879,4.103047463,24614.66822
20-29,veggie,5.738928486,9.1358771,24462.16279
30-39,veggie,5.915080792,9.391762102,23269.92714
40-49,veggie,5.921949887,9.437645347,20930.15058
50-59,veggie,5.866258293,9.447981371,20083.1412
60-69,veggie,6.260990222,10.05559953,18364.61579
70-79,veggie,6.718326876,10.83407582,17451.5169
20-29,veggie,7.830912801,11.99328949,33421.76473
30-39,veggie,7.49671289,11.4818949,31397.48717
40-49,veggie,6.969565451,10.82309469,27503.95126
50-59,veggie,6.413533465,10.1881946,27088.1879
60-69,veggie,6.639352106,10.60640623,20972.07517
70-79,veggie,7.393692293,12.06091588,29845.98958
20-29,fish,4.410478088,7.054081587,16543.20639
30-39,fish,4.336649401,6.989353768,17222.49229
40-49,fish,4.237083752,6.886172238,17531.43495
50-59,fish,4.35688121,7.355417361,18244.71421
60-69,fish,4.831874613,8.196595562,20336.48593
70-79,fish,4.872694639,8.359093611,22243.45753
20-29,fish,6.184739966,9.542319088,22504.88177
30-39,fish,5.571114981,8.642159586,22193.29616
40-49,fish,5.190450349,8.210333683,20753.1261
50-59,fish,5.110392549,8.011503065,20911.98051
60-69,fish,5.423675297,9.069211967,23146.66718
70-79,fish,5.868145355,10.21804749,25939.96831
20-29,meat100,13.63224535,31.19263747,20984.82372
30-39,meat100,14.00231405,32.91440939,20960.17822
40-49,meat100,15.3290239,37.82206246,20661.46016
50-59,meat100,15.88258461,39.77464251,21194.84242
60-69,meat100,16.14170382,40.35830971,22131.96818
70-79,meat100,17.81007544,44.90416583,24387.03152
20-29,meat100,19.89480346,44.72079015,28880.99969
30-39,meat100,17.3014865,39.92204546,26472.35662
40-49,meat100,17.20257123,41.03027447,23516.02519
50-59,meat100,17.66509321,42.89728509,24048.53488
60-69,meat100,17.31720654,42.15752641,25845.28426
70-79,meat100,19.81824854,49.69851043,27331.93807
20-29,meat50,4.887907676,8.630074978,14766.05226
30-39,meat50,5.017748122,8.93817564,15930.10443
40-49,meat50,5.056963098,9.286510509,15760.73619
50-59,meat50,5.254156678,9.890948111,15919.30943
60-69,meat50,5.565025197,10.39594972,17327.38707
70-79,meat50,5.817351636,10.95774712,18287.99055
20-29,meat50,6.093632999,10.29851271,17514.67611
30-39,meat50,6.349162976,10.97266512,20892.80242
40-49,meat50,6.037295976,10.53486897,19732.30538
50-59,meat50,5.951919619,10.63568164,18189.95033
60-69,meat50,6.116137576,11.44048463,18831.88601
70-79,meat50,6.548340852,12.28811586,20913.03703
20-29,meat,7.332453886,14.40132535,16477.20806
30-39,meat,7.568676507,15.25062914,16856.28941
40-49,meat,8.003254611,16.9244661,16908.43593
50-59,meat,8.127088461,17.56308489,16827.04529
60-69,meat,8.335997654,17.7149163,18614.97781
70-79,meat,8.980422032,19.34302512,20807.3638
20-29,meat,9.098361486,16.82662531,20943.64004
30-39,meat,9.220013847,17.56502245,21855.71332
40-49,meat,9.460546321,19.36122368,19906.88058
50-59,meat,9.224145478,19.44040154,19090.23653
60-69,meat,9.577409463,20.35140296,20301.76372
70-79,meat,10.29652011,22.71241582,21728.83043
20-29,vegan,1.806274812,3.521988991,12009.2886
30-39,vegan,1.942587773,3.851530647,12522.13235
40-49,vegan,2.080173134,4.120084485,15111.11511
50-59,vegan,1.964951608,4.041912612,15982.97189
60-69,vegan,2.090586678,4.464428151,18414.79967
70-79,vegan,2.544250776,4.985141197,19503.66103
20-29,vegan,2.888435701,5.44409611,19507.12825
30-39,vegan,2.386187565,4.562842292,17704.16645
40-49,vegan,2.320400706,4.481498398,16246.49635
50-59,vegan,2.064313682,4.021317392,15366.62957
60-69,vegan,2.138601293,4.47974337,22344.85059
70-79,vegan,2.202148525,4.326739065,19350.97173
20-29,veggie,3.330723497,5.210688023,13917.13592
30-39,veggie,3.331394758,5.278538821,14727.82171
40-49,veggie,3.300816869,5.295675803,15396.62573
50-59,veggie,3.27384746,5.261217171,16401.26371
60-69,veggie,3.476029141,5.483775479,18509.24039
70-79,veggie,3.59868298,5.578780709,20736.51351
20-29,veggie,4.62742581,6.827623925,19625.72757
30-39,veggie,4.401371266,6.590810309,18826.6379
40-49,veggie,4.125063616,6.334863698,18916.75678
50-59,veggie,3.902550576,6.107590215,18495.26483
60-69,veggie,3.901908838,6.195229783,20608.6302
70-79,veggie,4.314295025,6.715415639,24735.31108
20-29,fish,4.649724966,6.535663129,16989.62271
30-39,fish,4.834531675,6.843787172,16611.6113
40-49,fish,4.813199794,6.911394546,16748.33078
50-59,fish,4.709213094,6.717467915,17429.39487
60-69,fish,5.013148448,7.58988907,19233.66677
70-79,fish,4.975558418,7.947467318,19358.42238
20-29,fish,6.754046387,9.505023545,23346.36517
30-39,fish,6.296738282,9.019390061,21697.50266
40-49,fish,6.004098893,8.624876363,19740.44677
50-59,fish,5.888491859,8.539668227,20141.93438
60-69,fish,5.799447588,9.223035249,20230.81369
70-79,fish,5.743053967,9.548467273,22428.69599
20-29,meat100,9.878729385,14.2487487,22573.66394
30-39,meat100,10.16583121,14.48475785,21150.91661
40-49,meat100,10.73589603,15.28102247,20727.92038
50-59,meat100,10.86114746,15.48862912,21254.08372
60-69,meat100,10.95273502,15.94117892,22058.87282
70-79,meat100,11.87586762,17.55306423,23110.67241
20-29,meat100,14.63377736,21.60194405,31918.77528
30-39,meat100,12.71112478,18.56052248,27724.23924
40-49,meat100,12.44976262,18.41300983,25047.52634
50-59,meat100,12.55866164,18.50486939,24520.60854
60-69,meat100,12.2504388,18.73989378,24309.93535
70-79,meat100,13.40384642,20.52021319,25594.42716
20-29,meat50,4.799722898,6.896432937,15866.144
30-39,meat50,5.051986526,7.253899782,15901.16058
40-49,meat50,5.048104122,7.180370854,15638.16551
50-59,meat50,4.999319652,7.065131845,16288.8858
60-69,meat50,5.252066647,7.739472279,17257.77608
70-79,meat50,5.212857113,7.945368883,17385.28584
20-29,meat50,6.149605525,8.911465682,18381.90312
30-39,meat50,6.46671888,9.51281992,20297.27624
40-49,meat50,6.263072587,9.216148484,19041.43178
50-59,meat50,6.01905345,9.018087487,18109.51281
60-69,meat50,5.77421292,8.871937731,18004.99757
70-79,meat50,6.115665595,9.70149131,20012.16686
20-29,meat,6.229990914,8.879343271,17623.09968
30-39,meat,6.497337274,9.227204274,17116.96003
40-49,meat,6.714899971,9.528152767,17094.83625
50-59,meat,6.597009029,9.293437331,17336.97537
60-69,meat,6.69734049,9.842401618,18822.48722
70-79,meat,7.083928639,11.09703304,19713.63649
20-29,meat,7.999695718,11.07300874,23386.24153
30-39,meat,8.354547145,12.17621,22903.78053
40-49,meat,8.252160334,12.08899221,21304.11912
50-59,meat,7.741879791,11.27413346,19860.67903
60-69,meat,7.913662357,12.05082814,20492.92532
70-79,meat,8.111418532,12.72730972,20356.56517
20-29,vegan,2.498430609,4.758104349,8915.990134
30-39,vegan,2.779566199,5.213571458,8868.128674
40-49,vegan,3.110832012,5.725887188,10921.51467
50-59,vegan,2.865220705,5.577387114,11129.77636
60-69,vegan,3.011689069,6.260647108,11931.55736
70-79,vegan,3.665067552,7.040747658,12471.38681
20-29,vegan,3.822841931,7.479907806,13646.97568
30-39,vegan,3.409184884,6.601030476,12300.127
40-49,vegan,3.466366042,6.625383698,11383.31584
50-59,vegan,3.055841467,6.237094164,10133.44632
60-69,vegan,3.112440546,7.171861804,13567.05778
70-79,vegan,3.152719263,6.715844361,11959.47859
20-29,veggie,3.996957332,6.308996164,13316.24857
30-39,veggie,4.20817884,6.704087821,13235.63178
40-49,veggie,4.264265866,6.780268593,13808.77061
50-59,veggie,4.241572789,6.929556294,14512.16163
60-69,veggie,4.408215203,7.433195238,15192.86876
70-79,veggie,4.540561256,8.312306682,15464.52119
20-29,veggie,5.589389428,8.766608768,18116.73313
30-39,veggie,5.525483413,8.727715639,17283.17713
40-49,veggie,5.27093091,8.752837964,16609.16993
50-59,veggie,4.940664729,8.487329303,15968.20165
60-69,veggie,5.014417232,9.100675333,16197.20778
70-79,veggie,5.271968341,10.06229194,17835.00448
20-29,fish,5.06026156,6.625581043,24885.838
30-39,fish,5.135049195,6.511534924,27220.26504
40-49,fish,5.017954024,6.385120114,26698.7375
50-59,fish,4.868090012,6.213949943,25813.92311
60-69,fish,5.267918219,6.750524365,28156.71847
70-79,fish,5.19972765,6.884940684,28773.72664
20-29,fish,7.243310636,9.417329637,37965.19643
30-39,fish,6.522650258,8.313894691,33621.96493
40-49,fish,6.190978987,7.957483093,33850.64666
50-59,fish,5.914065912,7.391962829,31365.89393
60-69,fish,6.129728001,8.22257639,31730.62919
70-79,fish,5.980190615,8.126254514,32290.26244
20-29,meat100,12.76110285,28.17904871,28879.28261
30-39,meat100,13.18970241,29.35873414,28973.11021
40-49,meat100,14.23921677,33.50809774,26981.60368
50-59,meat100,14.51271149,34.60278648,26695.07598
60-69,meat100,14.56901387,34.90466909,26837.3205
70-79,meat100,15.9103806,38.48515374,29796.19376
20-29,meat100,18.84905235,41.01090366,35671.31565
30-39,meat100,16.19490912,35.85832303,33933.37425
40-49,meat100,16.25697043,37.34222818,29420.9292
50-59,meat100,16.59189645,38.51447012,29726.08531
60-69,meat100,16.00022785,37.26233099,31032.95608
70-79,meat100,17.9131797,43.68765395,32579.00167
20-29,meat50,5.375895977,8.197056057,22033.05318
30-39,meat50,5.523592798,7.99934933,24599.3659
40-49,meat50,5.559099302,8.279495666,23089.35126
50-59,meat50,5.523273868,8.310687582,21545.55507
60-69,meat50,5.839869738,8.725393845,23091.00784
70-79,meat50,5.922519989,8.903001553,22761.40129
20-29,meat50,6.917919881,10.48714254,26725.68573
30-39,meat50,7.111224601,10.23707276,30542.05525
40-49,meat50,6.776393334,9.887578897,27997.04745
50-59,meat50,6.589829362,9.94450602,24679.57799
60-69,meat50,6.427017777,9.938173743,24728.61192
70-79,meat50,6.764002241,10.61052042,26571.59956
20-29,meat,7.419275659,13.04746892,23760.31619
30-39,meat,7.68914714,13.56151162,24093.17432
40-49,meat,8.050378341,14.94205027,22998.81641
50-59,meat,7.97867557,14.99997208,22088.7201
60-69,meat,8.015664249,14.80855025,22725.50486
70-79,meat,8.525287671,16.17240541,25151.26622
20-29,meat,9.40860267,15.90041271,29581.82816
30-39,meat,9.700339648,16.32871485,30503.42447
40-49,meat,9.838781762,18.17877851,26091.82621
50-59,meat,9.193944825,17.4832491,24641.63866
60-69,meat,9.481759907,18.02565603,24878.24725
70-79,meat,9.785848394,19.47946053,26582.61015
20-29,vegan,2.148473929,3.739157486,16512.79875
30-39,vegan,2.375036005,3.899620061,18756.49962
40-49,vegan,2.594547654,4.288211832,21996.13937
50-59,vegan,2.474510951,4.39990098,17736.09105
60-69,vegan,2.553747871,4.368033157,18128.42759
70-79,vegan,3.057952274,4.903556155,25039.35067
20-29,vegan,3.366760361,5.976435626,23331.39435
30-39,vegan,2.849928703,4.758569702,21918.65969
40-49,vegan,2.869966707,4.90059787,22152.71871
50-59,vegan,2.549399606,4.491175222,16137.33746
60-69,vegan,2.488002232,4.833332716,21362.8269
70-79,vegan,2.599962101,4.6175749,22456.32546
20-29,veggie,4.319304407,6.253678739,23057.71909
30-39,veggie,4.429168457,6.21613191,24207.65963
40-49,veggie,4.402249443,6.193955286,24390.57723
50-59,veggie,4.356714841,6.068321378,24022.9159
60-69,veggie,4.550781529,6.421231189,26047.69936
70-79,veggie,4.69609407,6.823043838,27504.0204
20-29,veggie,6.075588339,8.740187902,31834.22753
30-39,veggie,5.755525649,8.020808708,30603.96282
40-49,veggie,5.399950871,7.603677902,29451.92624
50-59,veggie,5.012532355,7.228241193,26360.19197
60-69,veggie,5.015925969,7.327878325,28315.52059
70-79,veggie,5.450848438,7.854717362,31819.15801
20-29,fish,4.326959468,6.377925814,23798.83283
30-39,fish,4.329209552,6.382352137,27826.51207
40-49,fish,4.274412755,6.328605431,28210.28566
50-59,fish,4.186984237,6.257873564,28464.23237
60-69,fish,4.576656909,6.845712797,29047.0714
70-79,fish,4.686562297,7.055208835,29243.82874
20-29,fish,6.021688024,8.894688086,40081.7003
30-39,fish,5.542032166,8.139754927,34525.0534
40-49,fish,5.215017476,7.748823766,36129.54298
50-59,fish,5.028574245,7.46743234,32839.06955
60-69,fish,5.251475911,8.218833252,31391.58479
70-79,fish,5.343405931,8.367951085,32288.74409
20-29,meat100,13.4506801,30.31149846,28386.94561
30-39,meat100,13.75441324,31.28898217,28858.93771
40-49,meat100,15.05850799,36.06512457,26844.19433
50-59,meat100,15.48156071,37.36322699,26520.19282
60-69,meat100,15.65075454,37.78956029,26477.6911
70-79,meat100,17.33343938,41.76442031,28281.2239
20-29,meat100,19.22322684,43.51016829,35190.59141
30-39,meat100,16.6709746,37.5856426,34913.2567
40-49,meat100,16.69919814,38.93560308,27942.07763
50-59,meat100,17.04160027,40.26539167,27674.70775
60-69,meat100,16.74316455,38.93608707,28400.34018
70-79,meat100,19.34607934,46.36058682,27834.54099
20-29,meat50,4.856002822,8.261105428,23217.47113
30-39,meat50,4.965174062,8.219878005,25990.90948
40-49,meat50,4.992960303,8.51745047,24536.02691
50-59,meat50,5.030842455,8.654736679,22733.64967
60-69,meat50,5.274901346,9.023451594,23576.15775
70-79,meat50,5.434920662,9.294038897,21776.7641
20-29,meat50,6.017788347,10.23254626,26762.21749
30-39,meat50,6.220466073,10.29975234,32018.79338
40-49,meat50,6.029241656,10.03687145,28181.63688
50-59,meat50,5.922992108,10.10150885,24513.80867
60-69,meat50,5.890376664,10.23349119,23702.123
70-79,meat50,6.331527434,11.02638564,23391.24909
20-29,meat,7.174963761,13.54246306,24780.93412
30-39,meat,7.489814454,14.20207728,25103.62435
40-49,meat,7.877224158,15.76392539,23440.09877
50-59,meat,7.848010467,15.89012646,22902.51187
60-69,meat,7.962022468,15.70844009,22570.2159
70-79,meat,8.565500971,17.1472504,24638.76017
20-29,meat,8.738818279,16.0926709,30221.72033
30-39,meat,9.09129122,16.74147189,30993.75233
40-49,meat,9.264736774,18.54320096,25647.76124
50-59,meat,8.99327677,18.10010748,23723.81602
60-69,meat,9.278758447,18.80668625,23880.77479
70-79,meat,9.786317995,20.51666698,23305.77497
20-29,vegan,1.925934619,3.522606665,26252.66598
30-39,vegan,2.1204439,3.810637581,30483.04172
40-49,vegan,2.263612651,4.220320441,35572.95874
50-59,vegan,2.189250895,4.173552763,27259.94387
60-69,vegan,2.329541974,4.579388815,27300.00344
70-79,vegan,2.830661271,5.097707964,40715.30727
20-29,vegan,2.999074097,5.61489537,35580.14614
30-39,vegan,2.604875315,4.656515638,35617.91972
40-49,vegan,2.546203831,4.708558367,36746.68092
50-59,vegan,2.249274997,4.397248687,25116.15332
